epoch,total time,train loss,lr,val loss
0,0,0.6294874930381775,0.0003999999999999993,0.6895833441189357
1,0,0.5323304438591003,0.0004000422227693635,0.5380243275846753
2,0,0.4915907895565033,0.00040016889033463697,0.5042337690080915
3,0,0.45819053053855896,0.0004003800004673784,0.4817342076982771
4,0,0.4192302656173706,0.0004006755494535691,0.5063853306429726
5,0,0.4017842173576355,0.00040105553209366686,0.34808990146432606
6,0,0.38800135552883147,0.0004015199417027049,0.477414859192712
7,0,0.3784522759914398,0.0004020687701104062,0.3766531433377947
8,0,0.3813304305076599,0.0004027020076613364,0.3770682710622038
9,0,0.3704220020771027,0.0004034196432150562,0.3690600650651114
10,0,0.3767496943473816,0.0004042216641463349,0.327338131410735
11,0,0.3617653238773346,0.0004051080563453602,0.48213378872190205
12,0,0.38247989177703856,0.00040607880421799324,0.47340970379965647
13,0,0.36916575908660887,0.0004071338906860428,0.6304720427308764
14,0,0.3675176739692688,0.0004082732971875582,0.3232511729001999
15,0,0.37912410020828247,0.0004094970036771714,0.39324299565383364
16,0,0.3555465978384018,0.0004108049886264297,0.34890349209308624
17,0,0.36167569875717165,0.00041219722902418633,0.34657598180430277
18,0,0.356812047958374,0.0004136737003770114,0.3586050697735378
19,0,0.35064020872116086,0.0004152343767096049,0.4148593544960022
20,0,0.3442120063304901,0.0004168792305652685,0.5223472842148372
21,0,0.3519219660758972,0.0004186082330063876,0.4432779295103891
22,0,0.3560177230834961,0.00042042135361492795,0.4230395087174007
23,0,0.35008474946022033,0.000422318560492985,0.3507754589830126
24,0,0.3840514147281647,0.0004242998202633394,0.37394913179533823
25,0,0.3589259314537048,0.00042636509807004487,0.6355343418461936
26,0,0.35593770921230317,0.0004285143575790372,0.3627460982118334
27,0,0.3385237741470337,0.0004307475609787795,0.3494676404765674
28,0,0.3833752226829529,0.00043306466898092484,0.4094947746821812
29,0,0.3488593983650208,0.0004354656408210103,0.3909774827105658
30,0,0.34352421402931216,0.000437950434259168,0.3588625362941197
31,0,0.3459568178653717,0.0004405190055808729,0.3821964647088732
32,0,0.34337719082832335,0.00044317130959770773,0.4285397103854588
33,0,0.34737189054489137,0.000445907299648168,0.37879619747400284
34,0,0.3356331920623779,0.00044872692759847024,0.32029704110963003
35,0,0.34232280373573304,0.0004516301438434057,0.37430234040532795
36,0,0.33145950436592103,0.0004546168973072109,0.32645086305482046
37,0,0.3306823515892029,0.0004576871354444699,0.37086039781570435
38,0,0.327599818110466,0.00046084080424103196,0.2930074445903301
39,0,0.33522230505943296,0.000464077848214969,0.40488401906830923
40,0,0.32909479916095735,0.0004673982104175488,0.3339973134653909
41,0,0.3273390710353851,0.0004708018324342325,0.35056638717651367
42,0,0.33059069633483884,0.0004742886543857086,0.3904265548501696
43,0,0.3204828989505768,0.0004778586149289457,0.34926855138369967
44,0,0.3278745031356812,0.00048151165125826824,0.33389427832194735
45,0,0.32894247233867646,0.0004852476991064631,0.40728926232882906
46,0,0.3304669916629791,0.0004890666927459108,0.3280442388994353
47,0,0.33059106171131136,0.0004929685649897406,0.45968607493809294
48,0,0.3262430042028427,0.0004969532471930174,0.39973145723342896
49,0,0.3424711751937866,0.0005010206692539383,0.38343949403081623
50,0,0.3392415130138397,0.0005051707596150784,0.37391407574926105
51,0,0.3471583962440491,0.0005094034452646449,0.374179835830416
52,0,0.3359678089618683,0.0005137186517377539,0.34798667260578703
53,0,0.3346074283123016,0.0005181163031177556,0.3564981051853725
54,0,0.31441723644733427,0.0005225963220375583,0.35341095498629976
55,0,0.32726904571056364,0.0005271586296809912,0.29899355130536215
56,0,0.3152698987722397,0.0005318031457841963,0.34137521630951334
57,0,0.3139894253015518,0.000536529788637035,0.3149768965584891
58,0,0.3243344485759735,0.0005413384750845261,0.33192836386816843
59,0,0.31532500088214876,0.0005462291205283135,0.36040849345070974
60,0,0.3241052711009979,0.0005512016389281494,0.349443827356611
61,0,0.3145713311433792,0.0005562559428034086,0.35018632667405264
62,0,0.32517092645168305,0.0005613919432346307,0.452067745583398
63,0,0.3162482565641403,0.0005666095498650797,0.3807419112750462
64,0,0.30760331511497496,0.0005719086709023435,0.333498341696603
65,0,0.32547102630138397,0.0005772892131199314,0.390460552913802
66,0,0.3302572685480118,0.0005827510818589322,0.3590081206389836
67,0,0.324436616897583,0.0005882941810296666,0.3422024611915861
68,0,0.3147504299879074,0.0005939184131133896,0.38904397402490887
69,0,0.3161280912160873,0.0005996236791639912,0.4817686549254826
70,0,0.30954931378364564,0.0006054098788097519,0.27318265182631357
71,0,0.30592849373817443,0.0006112769102550979,0.3325286294732775
72,0,0.31900857627391815,0.0006172246702824003,0.38898384996822905
73,0,0.34256226420402525,0.0006232530542537827,0.5066764184406826
74,0,0.3250620174407959,0.0006293619561129667,0.3251718729734421
75,0,0.3216544896364212,0.0006355512683871405,0.37528859291757855
76,0,0.32404275238513947,0.0006418208821888406,0.34621131845882963
77,0,0.32262562334537503,0.0006481706872178781,0.3286075996501105
78,0,0.3057870537042618,0.0006546005717632721,0.37103680201939176
79,0,0.31247627913951875,0.0006611104227052175,0.5200986564159393
80,0,0.3188714325428009,0.0006677001255170761,0.578721570117133
81,0,0.30337091863155363,0.0006743695642673856,0.28881242658410755
82,0,0.30622879922389984,0.0006811186216219116,0.33100184372493197
83,0,0.30449771881103516,0.0006879471788456947,0.32493165135383606
84,0,0.3135866683721542,0.0006948551158051548,0.4444947285311563
85,0,0.3059413325786591,0.0007018423109701952,0.3035047096865518
86,0,0.30103214740753176,0.0007089086414163465,0.36376301305634634
87,0,0.3003974062204361,0.0007160539828269252,0.31953926171575275
88,0,0.29612028896808623,0.0007232782094952206,0.3538504604782377
89,0,0.30820840418338774,0.0007305811943267102,0.37486121484211515
90,0,0.31196092009544374,0.0007379628088412925,0.35451209119388033
91,0,0.29346460461616514,0.0007454229231755472,0.36143363799367634
92,0,0.3047984838485718,0.0007529614060850214,0.3429397812911442
93,0,0.29337460935115817,0.0007605781249465371,0.3829144707747868
94,0,0.31076116144657134,0.0007682729457605293,0.3591768869331905
95,0,0.2982941401004791,0.0007760457331533899,0.30083886427538736
96,0,0.3024383103847504,0.0007838963503798719,0.30278277077845167
97,0,0.3131428325176239,0.0007918246593254727,0.3569879191262381
98,0,0.2916730558872223,0.0007998305205088735,0.3742333395140512
99,0,0.29798572659492495,0.0008079137930843971,0.2995345613786152
