epoch,total time,train loss,lr,val loss
0,0,0.6357346916198731,0.0003999999999999993,0.6416656119482858
1,0,0.48742644786834716,0.0004000422227693635,0.4402886373656137
2,0,0.40910526514053347,0.00040016889033463697,0.3646237871476582
3,0,0.3779074156284332,0.0004003800004673784,0.33275543791907175
4,0,0.36010238647460935,0.0004006755494535691,0.33719410427979063
5,0,0.3761600685119629,0.00040105553209366686,0.3161275429385049
6,0,0.3603655922412872,0.0004015199417027049,0.3080313503742218
7,0,0.35268193125724795,0.0004020687701104062,0.31227968846048626
8,0,0.36746013164520264,0.0004027020076613364,0.36273549922875
9,0,0.35384722232818605,0.0004034196432150562,0.319004231265613
10,0,0.34088276863098144,0.0004042216641463349,0.3176008952515466
11,0,0.3311150908470154,0.0004051080563453602,0.3295658954552242
12,0,0.3401810717582703,0.00040607880421799324,0.31892472931316923
13,0,0.3445811533927918,0.0004071338906860428,0.3101706398384912
14,0,0.3417620861530304,0.0004082732971875582,0.3297517044203622
15,0,0.34122861444950103,0.0004094970036771714,0.34865262252943857
16,0,0.3376605641841888,0.0004108049886264297,0.28849015278475626
17,0,0.3257512080669403,0.00041219722902418633,0.3523177376815251
18,0,0.3320654183626175,0.0004136737003770114,0.296238905617169
19,0,0.3304759877920151,0.0004152343767096049,0.34472110867500305
20,0,0.31915825605392456,0.0004168792305652685,0.3278729575020926
21,0,0.3252333873510361,0.0004186082330063876,0.3138859442302159
22,0,0.3302676165103912,0.00042042135361492795,0.28304119940314976
23,0,0.3345042407512665,0.000422318560492985,0.3123918558870043
24,0,0.3356531357765198,0.0004242998202633394,0.28036375982420786
25,0,0.33044899344444273,0.00042636509807004487,0.3570904391152518
26,0,0.3262046253681183,0.0004285143575790372,0.31885237778936115
27,0,0.33595412969589233,0.0004307475609787795,0.2845167815685272
28,0,0.3222274470329285,0.00043306466898092484,0.3152956621987479
29,0,0.32182583928108216,0.0004354656408210103,0.34357317217758726
30,0,0.31363372385501864,0.000437950434259168,0.36014255455562044
31,0,0.31716682136058805,0.0004405190055808729,0.27074682393244337
32,0,0.30655867993831637,0.00044317130959770773,0.3092718720436096
