epoch,total time,train loss,lr,val loss
0,0,0.5849289512634277,0.001,0.5405244103499821
1,0,0.44249502420425413,0.001,0.3990611859730312
2,0,0.431667617559433,0.001,0.4588363255773272
3,0,0.41652498722076414,0.001,0.38478030477251324
4,0,0.4050453662872314,0.001,0.35339479999882834
5,0,0.39133269429206846,0.001,0.33439845059599194
6,0,0.38380444288253784,0.001,0.36025427281856537
7,0,0.3780644953250885,0.001,0.46488367659705027
8,0,0.37718934416770933,0.001,0.34005802337612423
9,0,0.37632289171218875,0.001,0.43599643877574373
10,0,0.39141603708267214,0.001,0.37780995454107014
11,0,0.3741090905666351,0.001,0.32695175281592775
12,0,0.3711844539642334,0.001,0.3258455651147025
13,0,0.36814782381057737,0.001,0.3684274378631796
14,0,0.3664490354061127,0.001,0.3477124295064381
15,0,0.37003677248954775,0.001,0.3663140663078853
16,0,0.36522156596183775,0.001,0.3226786676262106
17,0,0.35554511547088624,0.001,0.33934443124703
18,0,0.3500107777118683,0.001,0.3513909493173872
19,0,0.3525321125984192,0.001,0.397775513785226
20,0,0.3485823380947113,0.001,0.3540158910410745
21,0,0.3431349962949753,0.001,0.3637698218226433
22,0,0.35538039803504945,0.001,0.3341000277016844
23,0,0.36898982644081113,0.001,0.367819253887449
24,0,0.36391334056854246,0.001,0.3549774927752359
25,0,0.35563472509384153,0.001,0.3338239405836378
26,0,0.3442397487163544,0.001,0.42631241253444124
27,0,0.3413285040855408,0.001,0.3877905564648764
28,0,0.34227322936058047,0.0001,0.41106144871030537
29,0,0.3368088364601135,0.0001,0.35194225502865656
30,0,0.3274098265171051,0.0001,0.34966886043548584
31,0,0.3426085644960403,0.0001,0.3588399812579155
32,0,0.33453943610191345,0.0001,0.3630923969405038
33,0,0.33108893275260926,0.0001,0.3793639200074332
34,0,0.3251927608251572,0.0001,0.3286593897002084
35,0,0.333166127204895,0.0001,0.3696270244462149
36,0,0.32579431772232054,0.0001,0.34841892974717276
37,0,0.3265933442115784,0.0001,0.3530604009117399
38,0,0.3299317717552185,0.0001,0.35042855782168253
39,0,0.32432838797569274,0.0001,0.3293595292738506
40,0,0.3199438178539276,0.0001,0.35322768560477663
41,0,0.32388671159744264,0.0001,0.38978101100240437
42,0,0.3240959870815277,0.0001,0.3355513981410435
43,0,0.3170261996984482,0.0001,0.45417025685310364
44,0,0.34745581686496735,0.0001,0.3260232808866671
45,0,0.3438919234275818,0.0001,0.33980621470670613
46,0,0.3280842077732086,0.0001,0.32430772722831797
47,0,0.3355947279930115,0.0001,0.3570799572127206
48,0,0.3232622170448303,0.0001,0.31679040991834234
49,0,0.3336643970012665,0.0001,0.3131343610584736
50,0,0.32685918867588043,0.0001,0.3330737054347992
51,0,0.32426767468452455,0.0001,0.31222653335758616
52,0,0.32210197508335114,0.0001,0.37845284172466825
53,0,0.3242728018760681,0.0001,0.42113709449768066
54,0,0.32184896647930145,0.0001,0.3562716713973454
55,0,0.3237083101272583,0.0001,0.3539218689714159
56,0,0.3210714197158813,0.0001,0.3649598317486899
57,0,0.3245607793331146,0.0001,0.3381957954594067
58,0,0.3228630232810974,0.0001,0.3207917703049524
59,0,0.3177367287874222,0.0001,0.3603392669132778
60,0,0.32150268971920015,0.0001,0.35329490687165943
61,0,0.3208798897266388,0.0001,0.3623285847050803
62,0,0.3256257313489914,0.0001,0.33904066894735607
63,0,0.3277897250652313,1e-05,0.3378235415688583
64,0,0.33124982953071597,1e-05,0.4014810877186911
65,0,0.32318762481212615,1e-05,0.34950427072388784
66,0,0.3278230607509613,1e-05,0.3661019674369267
67,0,0.3252589249610901,1e-05,0.34205994861466543
68,0,0.3128414970636368,1e-05,0.3629002869129181
69,0,0.3224483174085617,1e-05,0.3345135035259383
70,0,0.3207430452108383,1e-05,0.3826054845537458
71,0,0.3176768559217453,1e-05,0.33967265486717224
72,0,0.34210010528564455,1e-05,0.5000023160661969
73,0,0.31313365876674654,1e-05,0.38960367015429903
74,0,0.32042152762413023,1e-05,0.3776539053235735
75,0,0.3297105896472931,1e-05,0.4177939423492977
76,0,0.31619837403297424,1e-05,0.4428087728364127
77,0,0.3156022334098816,1e-05,0.3585240457739149
78,0,0.3133807849884033,1e-05,0.3206701896020344
79,0,0.3210010230541229,1e-05,0.3669195600918361
80,0,0.3095098948478699,1e-05,0.33716232755354475
81,0,0.3216646522283554,1e-05,0.34322957162346157
82,0,0.3467016279697418,1e-05,0.46901075329099384
83,0,0.33231824576854707,1e-05,0.3681782526629312
84,0,0.31443198919296267,1.0000000000000002e-06,0.34870439767837524
85,0,0.31850053191184996,1.0000000000000002e-06,0.36315504142216276
86,0,0.3123128229379654,1.0000000000000002e-06,0.3440457454749516
87,0,0.31091042935848234,1.0000000000000002e-06,0.3741597277777536
88,0,0.31388903737068174,1.0000000000000002e-06,0.36341810652187895
89,0,0.3175020408630371,1.0000000000000002e-06,0.3625754714012146
90,0,0.320576423406601,1.0000000000000002e-06,0.43509985293660847
91,0,0.32792542457580565,1.0000000000000002e-06,0.3339743678058897
92,0,0.31827167332172396,1.0000000000000002e-06,0.5059827736445835
93,0,0.3151684510707855,1.0000000000000002e-06,0.38360348982470377
94,0,0.3149083065986633,1.0000000000000002e-06,0.32114520775420324
95,0,0.3168682366609573,1.0000000000000002e-06,0.3591624413217817
96,0,0.3143678557872772,1.0000000000000002e-06,0.498259391103472
97,0,0.32519053399562836,1.0000000000000002e-06,0.41794705390930176
98,0,0.3181364333629608,1.0000000000000002e-06,0.3364065965371473
99,0,0.33169708251953123,1.0000000000000002e-06,0.3551530901874815
